config_id,jobs,work,cores_used,own_bus,sum_bus,t_solo_ms,t_mix_ms,slowdown_actual,slowdown_pred,abs_error
187,"ERF:12:1,POW:12:1,TGAMMA:12:1",ERF_12_c1,0,21.2,40.2,12734,13445,1.056,1.003,0.053
187,"ERF:12:1,POW:12:1,TGAMMA:12:1",POW_12_c1,1,15.0,40.2,23985,24873,1.037,1.011,0.026
187,"ERF:12:1,POW:12:1,TGAMMA:12:1",TGAMMA_12_c1,5,4.0,40.2,6773,6834,1.009,1.005,0.004
188,"POW:36:1,XPY:48:1",POW_36_c1,4,15.0,59.9,72048,84780,1.177,1.259,0.082
188,"POW:36:1,XPY:48:1",XPY_48_c1,0,44.9,59.9,24058,31647,1.315,1.567,0.252
189,"ERF:24:1,XPY:60:1,POW:12:1",ERF_24_c1,5,21.2,81.4,25440,42804,1.683,1.734,0.052
189,"ERF:24:1,XPY:60:1,POW:12:1",XPY_60_c1,0,45.2,81.4,29859,55012,1.842,1.963,0.12
189,"ERF:24:1,XPY:60:1,POW:12:1",POW_12_c1,1,15.0,81.4,23985,30860,1.287,1.37,0.084
190,"COPY:84:1,SUM:132:3",COPY_84_c1,5,32.9,72.3,38335,138761,3.62,2.223,1.397
190,"COPY:84:1,SUM:132:3",SUM_132_c3,"4,1,0",39.4,72.3,25096,46844,1.867,1.834,0.033
191,"SQRTX:12:1,POW:36:1,COPY:84:2",SQRTX_12_c1,4,19.8,68.0,9078,21179,2.333,1.536,0.797
191,"SQRTX:12:1,POW:36:1,COPY:84:2",POW_36_c1,5,15.0,68.0,72048,121255,1.683,1.256,0.427
191,"SQRTX:12:1,POW:36:1,COPY:84:2",COPY_84_c2,"0,1",33.2,68.0,37931,58298,1.537,1.493,0.044
192,"DOT:84:1,TGAMMA:12:1",DOT_84_c1,5,34.0,38.0,37041,40394,1.091,1.0,0.091
192,"DOT:84:1,TGAMMA:12:1",TGAMMA_12_c1,1,4.0,38.0,6773,6881,1.016,1.008,0.008
193,"XPY:60:1,COPY:60:1,TGAMMA:120:1,DOT:36:1",XPY_60_c1,4,45.2,116.0,29859,94136,3.153,2.871,0.282
193,"XPY:60:1,COPY:60:1,TGAMMA:120:1,DOT:36:1",COPY_60_c1,5,32.8,116.0,27398,70299,2.566,3.458,0.892
193,"XPY:60:1,COPY:60:1,TGAMMA:120:1,DOT:36:1",TGAMMA_120_c1,1,4.0,116.0,67717,71542,1.056,1.08,0.024
193,"XPY:60:1,COPY:60:1,TGAMMA:120:1,DOT:36:1",DOT_36_c1,0,34.0,116.0,15880,53134,3.346,3.0,0.346
194,"TGAMMA:12:2,POW:24:2",TGAMMA_12_c2,"4,5",8.0,37.3,3394,3414,1.006,1.0,0.006
194,"TGAMMA:12:2,POW:24:2",POW_24_c2,"0,1",29.3,37.3,24606,24840,1.01,1.0,0.01
195,"DOT:36:1,XPY:60:1",DOT_36_c1,4,34.0,79.2,15880,24411,1.537,1.941,0.404
195,"DOT:36:1,XPY:60:1",XPY_60_c1,1,45.2,79.2,29859,59811,2.003,1.911,0.092
196,"SQRTX:12:2,ERF:12:1",SQRTX_12_c2,"0,5",38.6,59.8,4659,7793,1.673,1.327,0.345
196,"SQRTX:12:2,ERF:12:1",ERF_12_c1,1,21.2,59.8,12734,19617,1.541,1.409,0.131
197,"SQRTX:12:1,SQRTX:12:2,DOT:36:1",SQRTX_12_c1,1,19.8,92.4,9078,15672,1.726,1.921,0.194
197,"SQRTX:12:1,SQRTX:12:2,DOT:36:1",SQRTX_12_c2,"0,5",38.6,92.4,4659,10294,2.209,2.416,0.207
197,"SQRTX:12:1,SQRTX:12:2,DOT:36:1",DOT_36_c1,4,34.0,92.4,15880,31658,1.994,2.36,0.366
198,"SUM:132:1,TGAMMA:120:2",SUM_132_c1,4,32.0,40.0,30946,34602,1.118,1.032,0.086
198,"SUM:132:1,TGAMMA:120:2",TGAMMA_120_c2,"0,1",8.0,40.0,33894,34496,1.018,1.0,0.018
199,"POW:24:2,ERF:24:2",POW_24_c2,"4,1",29.3,69.3,24606,31171,1.267,1.382,0.115
199,"POW:24:2,ERF:24:2",ERF_24_c2,"0,5",40.0,69.3,13494,21559,1.598,1.571,0.026
200,"ERF:12:2,ERF:12:1,TGAMMA:60:1",ERF_12_c2,"0,1",40.0,65.2,6750,10032,1.486,1.45,0.036
200,"ERF:12:2,ERF:12:1,TGAMMA:60:1",ERF_12_c1,5,21.2,65.2,12734,20111,1.579,1.499,0.08
200,"ERF:12:2,ERF:12:1,TGAMMA:60:1",TGAMMA_60_c1,4,4.0,65.2,33855,34509,1.019,1.031,0.012
201,"SUM:84:1,POW:36:1,TGAMMA:12:1,SQRTX:12:1",SUM_84_c1,5,32.0,70.8,19687,33073,1.68,1.848,0.168
201,"SUM:84:1,POW:36:1,TGAMMA:12:1,SQRTX:12:1",POW_36_c1,4,15.0,70.8,72048,92710,1.287,1.285,0.002
201,"SUM:84:1,POW:36:1,TGAMMA:12:1,SQRTX:12:1",TGAMMA_12_c1,1,4.0,70.8,6773,6980,1.031,1.04,0.01
201,"SUM:84:1,POW:36:1,TGAMMA:12:1,SQRTX:12:1",SQRTX_12_c1,0,19.8,70.8,9078,15993,1.762,1.574,0.188
202,"TGAMMA:12:1,TGAMMA:12:1,POW:12:1",TGAMMA_12_c1,4,4.0,23.0,6773,6758,0.998,1.0,0.002
202,"TGAMMA:12:1,TGAMMA:12:1,POW:12:1",TGAMMA_12_c1,1,4.0,23.0,6773,6763,0.999,1.0,0.001
202,"TGAMMA:12:1,TGAMMA:12:1,POW:12:1",POW_12_c1,5,15.0,23.0,23985,23849,0.994,1.0,0.006
203,"SUM:132:1,DOT:36:1,TGAMMA:60:1",SUM_132_c1,0,32.0,70.0,30946,66067,2.135,2.065,0.07
203,"SUM:132:1,DOT:36:1,TGAMMA:60:1",DOT_36_c1,4,34.0,70.0,15880,25911,1.632,1.95,0.319
203,"SUM:132:1,DOT:36:1,TGAMMA:60:1",TGAMMA_60_c1,5,4.0,70.0,33855,34733,1.026,1.03,0.004
204,"COPY:84:1,ERF:24:2",COPY_84_c1,5,32.9,72.9,38335,90294,2.355,2.313,0.043
204,"COPY:84:1,ERF:24:2",ERF_24_c2,"4,1",40.0,72.9,13494,27153,2.012,1.678,0.334
205,"POW:12:1,POW:12:1,SUM:84:1,SQRTX:12:1",POW_12_c1,5,15.0,81.8,23985,31235,1.302,1.359,0.057
205,"POW:12:1,POW:12:1,SUM:84:1,SQRTX:12:1",POW_12_c1,1,15.0,81.8,23985,31201,1.301,1.359,0.058
205,"POW:12:1,POW:12:1,SUM:84:1,SQRTX:12:1",SUM_84_c1,0,32.0,81.8,19687,50682,2.574,2.265,0.309
205,"POW:12:1,POW:12:1,SUM:84:1,SQRTX:12:1",SQRTX_12_c1,4,19.8,81.8,9078,15683,1.728,1.827,0.099
206,"SUM:84:1,SQRTX:48:1",SUM_84_c1,1,32.0,51.9,19687,25152,1.278,1.315,0.038
206,"SUM:84:1,SQRTX:48:1",SQRTX_48_c1,4,19.9,51.9,36255,39157,1.08,1.193,0.113
207,"POW:36:2,XPY:60:1,SQRTX:48:1",POW_36_c2,"4,1",29.3,94.4,36901,67170,1.82,1.879,0.059
207,"POW:36:2,XPY:60:1,SQRTX:48:1",XPY_60_c1,0,45.2,94.4,29859,76561,2.564,2.329,0.235
207,"POW:36:2,XPY:60:1,SQRTX:48:1",SQRTX_48_c1,5,19.9,94.4,36255,61877,1.707,1.929,0.222
208,"POW:24:2,SUM:84:1",POW_24_c2,"0,1",29.3,61.3,24606,28678,1.165,1.224,0.058
208,"POW:24:2,SUM:84:1",SUM_84_c1,5,32.0,61.3,19687,37037,1.881,1.681,0.2
209,"SQRTX:12:1,DOT:84:1",SQRTX_12_c1,4,19.8,53.8,9078,14529,1.6,1.39,0.21
209,"SQRTX:12:1,DOT:84:1",DOT_84_c1,0,34.0,53.8,37041,45465,1.227,1.474,0.246
210,"XPY:48:1,ERF:24:1,TGAMMA:12:1",XPY_48_c1,1,44.9,70.1,24058,33730,1.402,1.848,0.446
210,"XPY:48:1,ERF:24:1,TGAMMA:12:1",ERF_24_c1,5,21.2,70.1,25440,44279,1.741,1.697,0.043
210,"XPY:48:1,ERF:24:1,TGAMMA:12:1",TGAMMA_12_c1,0,4.0,70.1,6773,6870,1.014,1.03,0.016
211,"SQRTX:12:1,TGAMMA:12:1,COPY:84:1",SQRTX_12_c1,5,19.8,56.7,9078,10172,1.121,1.291,0.17
211,"SQRTX:12:1,TGAMMA:12:1,COPY:84:1",TGAMMA_12_c1,1,4.0,56.7,6773,6874,1.015,1.023,0.008
211,"SQRTX:12:1,TGAMMA:12:1,COPY:84:1",COPY_84_c1,4,32.9,56.7,38335,67484,1.76,1.564,0.197
212,"DOT:36:2,XPY:48:2",DOT_36_c2,"0,1",40.1,88.8,13460,28624,2.127,2.125,0.001
212,"DOT:36:2,XPY:48:2",XPY_48_c2,"4,5",48.7,88.8,22157,40521,1.829,1.644,0.185
213,"POW:36:2,SUM:108:1",POW_36_c2,"0,5",29.3,61.3,36901,43017,1.166,1.224,0.058
213,"POW:36:2,SUM:108:1",SUM_108_c1,1,32.0,61.3,25305,47620,1.882,1.681,0.201
214,"COPY:84:2,ERF:24:1,COPY:84:1",COPY_84_c2,"4,5",33.2,87.3,37931,75644,1.994,2.022,0.028
